0,2019-01-01 13:09:24,negative,RT @TheKennelClubUK: New Year's Eve can be a very frightening time for dogs. So we've put together top tips to help you keep your four-legg…
0,2019-01-01 13:11:21,positive,I’m dying I love that dog https://t.co/kp3TZOv2yS
0,2019-01-01 13:11:28,neutral,Dog Walker East London https://t.co/YFhOurUmOz
0,2019-01-01 13:11:40,neutral,"RT @UK_Innercircle: If Winner had a dating ""scandal"" Jinwoo would reveal it himself in the CH+ chatroom, Hoony would do it via Haute THE ce…"
0,2019-01-01 13:12:03,neutral,Dog walking &amp; doggy daycare services https://t.co/TqHnp7TBar
0,2019-01-01 13:12:18,positive,RT @LondonVisionUK: Let us help you find your ideal job in 2019! Get in touch with the @LondonVisionUK employment team #WorksForMe - a free…
0,2019-01-01 13:13:39,neutral,"RT @EngancheCentro: Harry Kane dives = Booked
Guendouzi dives = booked
Lacazette Fouled in the Liverpool box = no penalty

Salah dives = pe…"
0,2019-01-01 13:14:02,neutral,#DavidAlderton https://t.co/f4gVP5IUFT How to Look After Your Pet Dog 9781843228394 #HowtoLookAfterYour #How_to_ https://t.co/PzwxLbVHgB
0,2019-01-01 13:14:30,neutral,RT @robeson_isabel: 7) The racists were the men who premeditated their attacks on the white women and set upon them like a bunch of rabid d…
0,2019-01-01 13:15:24,positive,"@ProfNoelFitz You are truly inspirational in every sense of the word - Happy New year to you, your wonderful little… https://t.co/1v5wjzYUh9"
0,2019-01-01 13:16:08,neutral,#2019 #domoreart #petportrait #dog #painting https://t.co/ulM9LOP5pg
0,2019-01-01 13:16:36,neutral,RT @holly: Only a short story but I cried about 18 times while writing it https://t.co/7QrkXDsy5S
0,2019-01-01 13:16:43,positive,@Jak_Winter @Naughty_Dog Are you ready for this? https://t.co/zdnqmpmmy0
0,2019-01-01 13:17:11,neutral,@dog_rates @DaniellaCorman
0,2019-01-01 13:18:10,negative,"Terribly ill, need someone to bring me #Lindt or the hair from a different dog"
0,2019-01-01 13:18:26,positive,"New year was a triumph. 

- Didn't get too mashed up.
- met a tiny dog
- free fireworks
- took this picture with my… https://t.co/5cfgcBb8T9"
0,2019-01-01 13:20:03,negative,RT @reggiemollieros: Found three dogs: One Black And White And Two Tan And White area: Midlands https://t.co/b72A7eumn6 abandoned in a bask…
0,2019-01-01 13:20:08,positive,New year's dog in question https://t.co/tZgiLv5IKi
0,2019-01-01 13:20:11,positive,RT @VetsGetScanning: Beloved dog killed in 'ferocious attack' on beach #SouthEnd https://t.co/mM8ynV4DG7
0,2019-01-01 13:20:14,positive,"1) High Growth Handbook by @eladgil 
2) Blitzscaling by @reidhoffman and @chrisyeh 
3) The Art of War by Sun Tzu
4)… https://t.co/SgbDlxoNfW"
0,2019-01-01 13:20:29,negative,"RT @KitasKitchen: Our Cold Pressed Dog Food, the convenience of a complete dry food, with raw diet benefits… https://t.co/EpnTvQ2wbM"
0,2019-01-01 13:20:47,neutral,@Jack_Septic_Eye Dog :)
0,2019-01-01 13:21:23,neutral,Mama Joyce don’t need to be on #RHOA just to dog Todd. It’s so 2015. Next
0,2019-01-01 13:21:50,neutral,Sadiq Khan is an EU dog he thinks he is the ruler of this country https://t.co/Q6efNtVia0
0,2019-01-01 13:22:27,neutral,Snoop Dogg has offered to rehome a dog called Snoop that was abandoned at the side of a road a week before Christma… https://t.co/CWjWiSFXgP
0,2019-01-01 13:23:13,negative,guys do u know how slowly ive been walking behind this person for the last 20 mins cause their dog isn't on a leash… https://t.co/OhKLEHwNDN
0,2019-01-01 13:23:14,positive,"😭 God, dogs are so good. @dog_rates https://t.co/JBVqL5DOvt"
0,2019-01-01 13:25:23,neutral,"Just got off facetime with the family and the highlight was:

Dad: My video with you on youtube has 150,000 views!… https://t.co/VI8JCkzhcu"
0,2019-01-01 13:25:52,positive,RT @MarioCreatura: Belated thanks to the team at my local @builders_arms - rightly award-winning @CAMRA_Official pub in #Croydon - and dog…
0,2019-01-01 13:26:43,negative,@FlyingPhotog People are awful. I'm so glad that dog has a home now
0,2019-01-01 13:27:18,positive,@dog_rates none of it would be pawsible without you either. you bring joy to millions - especially me - daily. than… https://t.co/ze7g0TJiWZ
0,2019-01-01 13:28:20,neutral,@LouiseRhianDiva @StephenKing Looks like a dog
0,2019-01-01 13:29:25,neutral,RT @bestfitmusic: Snoop Dogg has offered to rehome a dog called Snoop that was abandoned at the side of a road a week before Christmas http…
0,2019-01-01 13:30:34,negative,RT @dotslondon: This morning we are dealing with 2 dogs in need of vet care. 1 after being attacked by another dog &amp; the other being genera…
0,2019-01-01 13:31:05,positive,"Happy New Year, Always Take Noters! We're ringing in 2019 with our latest episode, in which @simonakam speaks with… https://t.co/i2cYVXeUV4"
0,2019-01-01 13:31:40,negative,@ems_charlottex I did that and buried him! Then the bloody dog came 🙈
0,2019-01-01 13:31:41,positive,"I know you all want to see more pictures of this massive fluffy dog, so heres’s his Instagram: https://t.co/gvN6ZnnGPj @MWStory"
0,2019-01-01 13:33:20,negative,Wow! Thankfully you can’t get drunk and just adopt a dog there and then. Phew! I could’ve been in real trouble. https://t.co/qU5CU6KHcK
0,2019-01-01 13:34:32,neutral,@Jak_Winter @hxmz4 @Naughty_Dog https://t.co/ccdiIBANdG
0,2019-01-01 13:34:36,positive,RT @Independent: CCTV shows moment dog is abandoned at side of road right before Christmas https://t.co/eWLewvUr2A
0,2019-01-01 13:35:06,neutral,"A sofa afternoon rewatch of one of my fave Inside No.9's.

@adamtandy, this time with dog... https://t.co/MSfQYNkMCV"
0,2019-01-01 13:35:16,positive,RT @DCorney: @tomstafford @robfordmancs @zeynep Maybe part of this is that any search/recommendation system will return the best-match item…
0,2019-01-01 13:36:17,positive,"@LucieSilvas Great to hear, smart dog!"
0,2019-01-01 13:37:00,neutral,@sammixrah Pakistan have to turn every match into a dog fight then they can like they did in Champions Trophy 2017.
0,2019-01-01 13:38:26,positive,Trip to the Little Green Dragon N21.... CAMRA pub of the year 2018 and dog friendly. Lovely start to 2019… https://t.co/6DmXpnVd5z
0,2019-01-01 13:38:29,neutral,"RT @notracesms: 4 months &amp; months everyman &amp; his dog have told May that her #BrexitDeal was a crock of shite, but she's still flogging it,…"
0,2019-01-01 13:38:44,neutral,Priorities for today: get coffee ✅ find a dog ✅ https://t.co/gyy0VTuJz7
0,2019-01-01 13:40:50,positive,RT @DogsTrust: #DogDeclarations: Thinking about getting fit? Keep up your momentum by getting your dog involved. 🐾👣 @DogJogUK have various…
0,2019-01-01 13:42:07,neutral,@standardnews She blew him off 5 minutes later after he bought her a double cheese 🧀 dog
0,2019-01-01 13:42:24,neutral,@FrogAlaPeche My mum used to say she’s seen my dad cry (discreetly) twice: when we moved and then when the dog died… https://t.co/XDD8VgiqPh
0,2019-01-01 13:42:25,neutral,@ConnieSchultz @realDonaldTrump I wouldn’t trust that family with a dog.
0,2019-01-01 13:42:26,negative,Sorry but my dog is so ugly https://t.co/pnZetxTz61
0,2019-01-01 13:43:27,positive,Ambient: Dog agrees with Kohli that Sydney Test will be high pressure contest. https://t.co/j1wzkHWESN
0,2019-01-01 13:44:13,positive,"RT @SkyNews: Remember the moment three boys were filmed saving a dog caught in a snake’s death grip? 

This was one of our top performing v…"
0,2019-01-01 13:47:25,positive,RT @DogsTrust: #DogDeclarations: A simple one to start us off: make sure you pick up your dogs poop on EVERY walk. 💩 Don't give dog owners…
0,2019-01-01 13:47:49,negative,RT @robdelaney: Sometimes I put a dog poop in the toilet at work so the guys don’t think I only went in there to cry.
0,2019-01-01 13:48:18,positive,"RT @david_freyne: 2018 achievements, in order of importance. 

1. I got a dog.
2. Some other non-dog related stuff.

Happy New Year!"
0,2019-01-01 13:48:18,negative,"RT @SkyNews: Meet Oliver, a justice support dog with Kent Police. 

He sits with vulnerable victims and witnesses while they give evidence.…"
1,2019-01-01 13:48:37,positive,As a connoisseur of dog videos I can tell you this one is pretty comprehensive https://t.co/0C8VW3iz7v
1,2019-01-01 13:49:40,positive,"@jacobdivapuppy main birthday present, I bought from US, I made him a Support Dog 🐕 to see how many places I can tr… https://t.co/0gIeG9gtbz"
1,2019-01-01 13:50:35,neutral,@Jak_Winter @Naughty_Dog Neither am I. I haven’t touched PlayStation for 3 months and I received a notification sta… https://t.co/WKufLqLLMs
1,2019-01-01 13:50:42,positive,RT @TideLineArt: 2018 has been a good year for finding clay pipes in the Thames mud.  This 19th century clay pipe bowl depicting a dog's he…
