433,2018-12-30 22:56:37,negative,"@VeganMixed Well one day I was cooking some mince to make chilli and I was just like ""nah, that's horrible, that us… https://t.co/vAPg0OqnJ0"
433,2018-12-30 22:56:39,positive,RT @DoctorChristian: My dog can lick his own willy. Lucky bastard.
433,2018-12-30 22:57:13,negative,"RT @GMB: The heartbreaking story of poor Snoop, who was captured on CCTV chasing his owner's car after they dumped him on the roadside. htt…"
433,2018-12-30 22:58:23,neutral,@CielPhantom_Dog Mais de rien…!
433,2018-12-30 22:58:33,negative,RT @TheKennelClubUK: New Year's Eve can be a very frightening time for dogs. So we've put together top tips to help you keep your four-legg…
433,2018-12-30 22:58:42,neutral,my dad was tryna tickle me today and my dog thought he was tryna hurt me so he jumped up and started biting my dads… https://t.co/XFLJPGOYQD
433,2018-12-30 22:58:59,negative,@Whiffenpuff @carolinesandall @AudreyBubbles There’s a long name that defines people who don’t like being touched -… https://t.co/KCzLlgxk6q
433,2018-12-30 22:59:08,neutral,RT @JoeHunter_: Christ. YOU DON'T HAVE TO TAKE PHOTOS WITH EVERYONE JEREMY. YOU CAN SAY NO https://t.co/ijB0KGvfuc
433,2018-12-30 23:00:21,positive,"RT @Aria_Fiction: Calling all romance readers! 

It's your last chance to get HAPPILY EVER AFTER AT THE DOG &amp; DUCK is in the @AmazonKindle…"
433,2018-12-30 23:00:38,neutral,RT @BlondeHistorian: 1. Visual impairment is a spectrum. I can watch this video but I am waiting for a Guide Dog &amp; registered sight impaire…
433,2018-12-30 23:00:48,positive,"...but here's my dog. Who is MUCH more interesting than I am.

#Repost @LukeStephensMUA (get_repost)
・・・
Literally,… https://t.co/RgyzYaMzS8"
433,2018-12-30 23:00:59,neutral,@CielPhantom_Dog Quoi ? Tu veux me faire croire à moi que tu n'est pas jaloux ?
434,2018-12-30 23:01:19,neutral,@CielPhantom_Dog *n'es
434,2018-12-30 23:01:43,positive,RT @DogsTrust: Beautiful Kia from @DT_Salisbury loves food 🥓🧀 so her ideal owners need to be able to withstand her charm and good looks to…
434,2018-12-30 23:05:42,positive,"RT @DogsTrust: Mental stimulation is just as important as physical exercise, and your dog will be more relaxed if they have worked their br…"
434,2018-12-30 23:05:50,negative,RT @TheKennelClubUK: New Year's Eve can be a very frightening time for dogs. So we've put together top tips to help you keep your four-legg…
434,2018-12-30 23:05:55,neutral,"RT @dotslondon: Just arrived home after running a dog station in London today &amp; thank you to my team,then went to see our palliative care f…"
435,2018-12-30 23:06:21,neutral,"@CielPhantom_Dog Oui, évidemment ! Alors éclaire ma lanterne et dis-moi comment tu appelles quelqu'un qui, dès que… https://t.co/yWwS0FWakF"
435,2018-12-30 23:06:53,positive,A foster Schnauzer dog has gone missing near the Ring O Bells pub Weaverham CW8 if you see any found dogs matching. Thanks
435,2018-12-30 23:07:02,neutral,RT @DogsTrust: ❓❓ What is this guy doing??? 👀👀 Can't he tell the difference between a Christmas present and a dog??? #ADogIsForLifeNotJustF…
435,2018-12-30 23:07:44,negative,Lost: Black White Chest Staffordshire Bull Terrier Male In North West (BB12) https://t.co/EG9BSwMMQJ
435,2018-12-30 23:08:07,neutral,Lost: Tan Pomeranian Male In South East (MK3) https://t.co/9qlwtRnJW9
435,2018-12-30 23:08:08,negative,RT @reggiemollieros: Found white dog looks like a small cross breed shaggy hair. Says chipped. Tonbridge Kent https://t.co/fvHmzH9Rn1
435,2018-12-30 23:08:18,neutral,RT @DogsTrust: Thank you for helping us bring hope to homeless dog owners and their pets this Christmas 💛 Because of your generous donation…
435,2018-12-30 23:09:02,positive,"@CielPhantom_Dog Bien sûr, oui *il sourit* en tout cas, ta réaction physique en dit long..."
435,2018-12-30 23:09:31,positive,"This is the face of a criminal. Sbe has ewayen a WHOLE CHRISTMAS PUDDING!!! She didn't have decency to clean up, le… https://t.co/HjkQT6FeVB"
435,2018-12-30 23:09:50,positive,RT @DogsTrust: Beautiful Kia from @DT_Salisbury loves food 🥓🧀 so her ideal owners need to be able to withstand her charm and good looks to…
435,2018-12-30 23:10:34,negative,Lost: Black Labrador Cross Male In North West (BB12) https://t.co/X7aallFAZD
435,2018-12-30 23:10:47,negative,"RT @robindashrink: #PupsProgress: Day 126
Sometimes, they just don’t take me seriously 
#Westie #puppy #pet #dog #terrier #westiesoftwitter…"
435,2018-12-30 23:11:03,positive,please tell me why my brother keeps tucking my dog into bed and why my dog keeps enjoying it https://t.co/aFx1E3Voco
436,2018-12-30 23:11:07,neutral,"Dante’s 3rd circle of hell 2018: You are in your childhood home. You are gorged with chocolate coins, brie &amp; tanger… https://t.co/PQclGsOkFT"
436,2018-12-30 23:11:34,neutral,"@CielPhantom_Dog *il soupir pour se reprendre et éviter de rire* … Mon cousin, tu deviens aussi rouge qu'une tomate"
436,2018-12-30 23:12:21,positive,@anydotts She was a very good dog.
436,2018-12-30 23:12:23,neutral,@BelindaJones68 Is it Tony cradling the dog's bottom?
436,2018-12-30 23:13:19,neutral,@Sophia_etc I can only assume you have now stolen the dog
